102,104,128,182,258
123,132,158,203,275
134,143,181,187,191
110,127,153,171,247
84,102,106,145,201
128,133,137,167,211
149,165,193,223,263
104,113,123,135,179
53,68,100,115,187
83,97,109,136,188
