52,69,89,113,129
90,104,134,176,184
84,96,98,101,141
110,126,140,149,189
110,121,159,171,191
93,110,126,168,192
106,110,124,178,206
116,134,138,180,232
54,58,84,105,149
62,82,94,133,201
