133,137,155,182,234
135,149,157,217,253
99,108,118,166,234
143,153,189,246,266
89,95,99,141,149
95,109,119,158,186
62,68,72,132,188
100,119,149,185,221
105,116,138,150,206
95,104,134,179,215
82,93,109,121,189
88,101,103,136,196
71,82,116,119,159
61,77,81,123,143
130,135,171,207,247
