60,79,117,150,210
91,106,136,181,233
106,122,150,159,227
59,60,90,105,141
101,109,145,160,172
103,110,118,178,222
149,154,170,200,204
80,96,118,169,213
102,110,140,191,231
66,84,122,137,153
126,141,181,202,234
55,69,101,143,223
128,132,164,167,211
144,156,186,210,238
59,67,87,99,139
