1167,1359,1491,1779,2467
886,1007,1029,1248,1364
1313,1455,1665,1782,1850
1295,1464,1766,2000,2048
731,838,1094,1175,1735
559,568,730,772,1052
1296,1436,1788,1827,2463
1489,1524,1596,1971,2619
1045,1154,1456,1909,2653
965,1059,1367,1631,2415
