91,108,116,122,182
106,114,140,167,247
100,105,131,143,155
135,146,176,200,252
96,115,145,151,167
80,94,124,130,162
68,70,110,113,117
124,139,163,181,225
142,150,190,244,268
73,93,117,120,160
