109,110,148,205,277
150,170,210,255,271
61,73,77,104,168
147,167,197,212,248
116,126,130,133,137
139,157,189,234,238
88,92,110,152,168
91,108,126,186,250
97,98,134,176,256
143,144,166,181,185
131,137,173,221,225
133,137,163,220,264
125,141,161,164,168
112,131,165,216,280
58,70,108,153,217
