1455,1584,1974,2490,2650
1041,1134,1468,1483,2115
839,969,1001,1214,1746
1372,1405,1527,1779,2203
599,725,1063,1324,1948
576,741,1129,1486,1962
1386,1478,1850,1913,2433
804,957,1011,1383,1871
1236,1300,1494,1932,2620
1374,1425,1739,2141,2369
1337,1466,1494,1515,2139
947,997,1171,1378,1714
504,526,816,969,1105
516,620,880,1024,1564
1376,1564,1608,1935,2663
