1088,1277,1485,1761,2101
618,731,1085,1550,2218
571,742,828,1080,1568
1295,1461,1679,1817,2317
1092,1105,1225,1243,1643
1137,1307,1585,1606,2114
623,700,1010,1325,1673
760,805,1021,1582,1586
689,869,959,1505,1905
837,1012,1402,1825,2281
